N,P,K,temperature,humidity,ph,rainfall,label
87.28203611079583,48.492467099772156,38.060349862904154,20.720429077696394,75.44315610453121,6.043304899,186.41635185958972,rice
96.20159275455367,36.116811201301374,36.901641833421955,22.26905520548739,89.29653191436813,5.561398642,257.7258676872799,rice
87.94018276565924,58.37692448929733,39.03775516041883,22.410628126896896,77.73761700447345,7.038096361,220.94769128977555,rice
65.28736607503282,36.06748588696265,42.83765745553883,23.343471158541558,84.27445334960187,6.9462098810000015,192.57213107855566,rice
95.09607308573258,60.10861336027915,34.2763156446102,23.109401501738454,85.09548374987723,6.501697816,251.0160106256734,rice
87.06809492139658,45.80084466817006,35.34253480913404,19.25043849066363,79.29622433477392,6.442475375,185.00138357225316,rice
77.62078650990345,37.86475670545558,37.53885424840656,23.222973474649248,80.33245246302506,6.364134967999999,229.57484287924066,rice
106.28988500598614,39.22672517406536,47.542138440271934,21.756834230129318,74.51375729557088,6.939083505,261.7727458529611,rice
83.39296094607751,39.03716114475216,45.139009632282196,22.397029238685786,85.20245596630863,5.950647577000001,268.4766273456615,rice
75.57526202835191,41.081359033168724,46.60341463023424,25.738954282815335,87.73213124455904,5.070175667,225.07141657314008,rice
73.42527636557232,50.47122863839037,40.199350075979005,25.818777533596617,78.29978420359292,5.17782304,232.46836195502652,rice
73.37537142879448,40.28758359829759,39.08482424418008,23.665227027581476,76.69491941366111,7.062779015,218.98158902311036,rice
86.25678134481134,53.233298260200904,35.272997685982574,24.26271933054189,76.25533392205186,7.069172227,263.021543222742,rice
64.72757791600259,42.78769122128202,36.44463227527175,18.71245913438249,83.95888745293976,7.236705436,210.62362900266922,rice
58.57349943900831,44.60967312805888,45.21994240831865,26.90321119781386,86.71748273456383,5.534878156,207.70311501655937,rice
84.63618106154802,44.86635344687076,35.67387668334112,24.015496675057374,90.0,7.473134377,248.54452228774312,rice
95.48231364647093,55.3347715649669,35.828805490343385,23.023953791631413,76.73800674139005,6.501697816,271.3275319051463,rice
77.31323997258337,39.53262104621534,39.38766456709591,20.8487820275422,85.87034451959975,7.5240800760000015,189.70970564686598,rice
87.21181349360364,50.52707633254941,40.04882116341127,26.254147998662056,78.63341699529238,6.94801983,229.6163061427941,rice
81.30665655660268,57.55002740910285,41.578440213948454,26.542422663523414,77.61935743327054,5.875345751,269.55509393354794,rice
89.07000570378918,61.131401538290234,44.120159610477224,25.351793400795398,86.09263143312126,5.875345751,251.0169743862834,rice
73.48214448671415,46.066764092761495,39.94418874379418,24.68738656625251,78.73379489628428,5.206373153,215.16011183115273,rice
89.92282019768663,54.405334048050925,41.3642008429691,24.062774837882152,81.39346986261702,5.875345751,256.85495608532335,rice
54.05905704555929,39.318430211588876,47.106723975222145,23.775559335947243,86.14836436333046,5.286203711000001,237.57926465724137,rice
96.99797831842568,56.00498575856681,35.50165827912469,27.60130640510346,77.82880759635168,5.543360237999999,258.4954197195505,rice
69.63506653301854,35.28687162262047,41.253231942498836,23.614948540000043,87.77367787048902,6.9462098810000015,214.40689794383223,rice
65.85827053333588,52.78624061759308,43.60587110832572,22.556611344964764,82.933705185553,7.840207144,273.6824764946136,rice
58.94172826524345,36.24534102047226,46.05844402682638,23.36448670853281,87.15605574116464,5.286203711000001,231.56090969421584,rice
71.20307046446692,50.506943908025676,36.525918750274194,23.9181229228155,78.74009063679217,5.70080568,275.2776095727584,rice
80.26509651804179,41.87387785860268,35.78356199820663,22.867332980363372,78.1012132917521,6.442475375,176.23557194142387,rice
82.99436503893382,38.922318864734955,34.93122174186247,24.183354632967376,81.81706815606432,6.587918707999999,300.0,rice
57.07316037108567,46.7132625904465,43.06957603351696,20.452816106868546,84.8189432077831,7.416245107000001,300.0,rice
86.2539641535778,32.9384126824854,36.50760679277955,26.010890527738603,83.73672112178559,6.970859754,193.0556111677856,rice
73.84871857393603,37.13017736215051,36.16617364145377,24.049107318951453,73.08493419244815,6.980400905,234.03609064399706,rice
75.10846891708059,51.58527125909072,44.470557967060195,22.286369774642722,80.84403135387433,5.17782304,213.82604447054433,rice
108.25192572069307,53.51090641779455,34.47539846854538,22.75458172670746,73.08613221991276,6.501697816,295.2076501801375,rice
85.60739565324475,60.6233904389928,37.108278313768444,25.8966717462323,87.02924093633662,6.98435366,171.0236801380419,rice
83.14052091560927,56.760469634739096,38.831210950787444,26.219077694800493,85.95071995125015,6.685346424,249.7935646037226,rice
84.28857140013623,49.20648956644772,36.23284982214802,20.62610499864904,82.5087083474566,6.462391607000001,212.87848639212746,rice
84.91840557174426,60.25536949433382,37.99253560353566,22.161591881529564,74.47491186688507,7.382762603,209.9711781516317,rice
82.50498447978106,52.55302499332065,38.26268531910019,20.35591816221542,80.9741654003319,7.038096361,237.68873240234942,rice
64.34819563437445,42.85792620462353,37.650602812783724,27.6971639221136,81.69837510579059,5.9999690260000005,193.32914830924244,rice
88.81547815221418,41.189788297064126,41.50330263199934,21.677669441767172,80.9876414745688,7.473134377,238.5853080040562,rice
93.81929641946988,59.2381708949783,33.966318422969714,20.952137412735787,72.50724931926636,6.501697816,300.0,rice
63.35370370573406,53.49675401281441,39.747469731621656,25.7042457557569,87.74309113555931,6.880431223,213.29563036872554,rice
85.18409997973401,40.23105873153477,36.57044993092639,21.717168851337636,90.0,6.271478837999999,300.0,rice
103.29897502316334,52.54260997148527,43.317469740334325,20.778840645805825,87.13405830375828,5.718627177999999,246.35377780020332,rice
80.96866632074986,49.66261712582887,40.07367837462632,24.453163519198476,82.69236991071799,5.206373153,203.85379354175723,rice
90.3745095935748,53.62094937672962,43.0756850119869,26.54921677349352,77.78827196901918,6.149410611,242.95119209618528,rice
71.20918242646597,35.30606121329338,36.13272952051836,23.18356197403363,87.92592575536965,5.005306977,183.54063825222337,rice
69.72901823393781,59.93083439079211,45.51018936570706,26.262831151586745,84.6963650624962,5.706943251,189.0487530847558,rice
95.63016374598136,50.789477145117274,37.96492270597871,25.153951709212315,82.70173444727186,5.950660556,189.87380158737847,rice
86.34007041516305,52.57645397056258,40.54380544735041,22.50595060817349,76.73235242333324,7.730367824,234.2493579780398,rice
75.86530633159241,36.186228492112136,38.681081081802795,25.663111150581134,74.48066702254488,6.980400905,262.00422773976686,rice
82.30035030414389,58.2087861087004,38.537478492333456,23.881680432865068,78.38121698311951,7.038096361,215.73115131427977,rice
64.1368856486623,37.50443575138737,43.65405004191877,23.13725617389051,83.37210394106222,7.073453503,230.41885395390094,rice
68.45661754165135,62.68320585483181,39.386975878029716,21.370946896908535,75.25116554643171,5.658169482000001,215.753689761201,rice
71.7077696368722,35.16293682986386,42.62057680404785,26.695180262525586,84.09613899447301,6.980400905,252.95931740692373,rice
60.51786333780325,57.16471001346754,39.4044096946389,20.0514464245747,85.44795890144759,5.658169482000001,206.26260607597627,rice
85.88663375457797,43.23699349457018,36.89590148377558,26.668006538115318,72.11828486592331,6.158376967000001,234.1363284994072,rice
99.78067424307555,52.43912116066974,34.34831827737029,19.14441602393605,77.66934851380238,6.932400225,300.0,rice
92.31763574737285,34.6986679180102,41.104725807684716,21.8949023120539,85.6065136549881,6.970859754,203.63511359863034,rice
97.94339806098151,53.609606851461464,38.94740760013655,20.13183850098816,83.44329197816413,6.462391607000001,222.08721746978304,rice
88.1116181836008,43.81401305614489,39.07442032549992,25.049015333548574,85.19165938224226,6.271478837999999,287.3337163473814,rice
105.40797750642466,57.28385340306667,35.71310721831513,21.406589477610645,89.02438614548012,5.01450727,250.0778224299712,rice
85.35187655230152,42.82162021322445,39.345533176498535,21.89105762279138,88.92790712337276,7.283736617000001,196.47960022450593,rice
86.61034082137802,59.52135585959049,45.93430998648536,24.242552219066994,78.46643461571104,5.875345751,255.9195948967462,rice
60.61400218303686,39.33572136892119,40.81713801783514,24.51555611416744,77.61319063828842,5.333322606,175.27148463303314,rice
92.11658700711834,55.721752224941184,36.99963901800076,25.046857910464677,89.94147029581667,6.98435366,183.48409648797022,rice
56.77063926502608,47.07891739302665,32.44259223873397,23.155270380564012,75.23980504008415,6.028321557999999,255.4694014246332,rice
74.61568528245542,42.51369926537472,40.3000917465382,21.09849796414911,90.0,7.782051312999999,237.63417742125438,rice
99.95778036102216,45.1347843634179,35.548148734222785,26.20357098570261,88.59715581947582,6.94801983,220.77666556606871,rice
61.931280900284825,47.63996723659285,38.22607363765944,22.921391329370312,86.9812386466393,7.300410836,251.42908506341996,rice
78.2286175936915,34.7808322263351,38.25765819738139,26.13293799268102,78.57188426630049,5.005306977,169.8068592644047,rice
82.56846457373786,41.177603580158035,41.66053123782496,24.380431882470937,73.37735427680718,5.105588355,259.9687369218911,rice
76.93328397688781,59.34768717511355,43.91244032198805,24.47747685573719,83.73040363184695,5.875345751,259.5765112376074,rice
68.66734855956805,42.992763673677395,41.60538894858459,23.04435346340591,75.58934514566016,5.583370042,276.10729645496275,rice
64.5467978815997,63.73524939672075,41.64264328225734,24.818967751618214,72.71258667240733,5.453592032,229.51309395267708,rice
88.18662141552473,42.84999465673206,35.015636195711906,23.85564362475294,81.32721697537295,7.5240800760000015,210.96661719939144,rice
66.14665051911977,46.85036423275451,32.664361804135616,22.896944490082472,85.07862045199947,5.758506323,179.73862106167255,rice
95.0070790731276,58.50583611702895,42.25441901780085,26.150757508481608,84.79608871611764,7.382762603,176.38511448782037,rice
82.29799981758278,42.27502147673641,46.23597070460303,22.95348231302878,79.40048365811127,6.254028451,217.49648108791123,rice
81.49570844409025,32.67333839415924,23.838481112511356,23.820788683779337,57.3907534921112,6.648725327,88.5894104203969,maize
79.75464956185192,52.208796930510005,19.702764520038958,26.672217747770684,79.07684291124396,6.247040422,72.73914310102386,maize
69.83370748869976,58.40971792037369,21.473139664887487,24.784512170965794,62.319879132661534,5.919045532,69.4098369754057,maize
59.86435750693071,45.9631015116884,21.996087660938827,23.78564418255305,59.45994555280245,6.708446922,96.71662511172562,maize
86.38644788707771,43.82574431942972,21.98068542153268,24.12479767826233,54.91884610328893,5.715208817000001,87.12138113584322,maize
77.13420772670823,59.10978412988386,22.3345145930709,25.653085459138985,74.38472611763257,6.550563822999999,74.34226833038556,maize
61.712643877769665,51.36588707297743,24.656096411997417,18.123941589615413,58.19136837280957,6.1212940410000005,80.45450178477367,maize
69.19744363910004,61.53846693332856,20.110478707117096,24.695107550851734,67.70705145537636,6.6069840860000015,117.68787562210088,maize
73.62102220980508,39.42940297969055,21.730123377274644,23.95904866137856,59.113058722654344,6.995843776,60.62434830822893,maize
77.90213139599746,36.58854070820004,22.89415873785967,23.13906842732298,52.920074107902664,6.995843776,61.677981868034806,maize
83.49589532563006,39.03831143865867,21.110265529701387,25.01061454107546,60.96424912489501,6.330554389,73.25562782312295,maize
86.36149630179611,53.23091809605185,20.337915583952558,28.108386688170835,76.1337110080533,6.877869005,97.6750940892854,maize
75.14601179101929,45.321089942036906,23.061506282687475,18.816578778908383,56.935810787683735,5.716222912,84.2407804583684,maize
81.59809636695181,43.85627292692146,17.058321982055443,25.51103575178508,76.42569256446122,6.657964753,66.06191741560826,maize
91.04931610676589,54.5677537421068,16.308951086892673,18.945782975319144,77.15501942717914,5.573286437,82.67465792954152,maize
85.9163140290204,58.97849150531107,23.191870008315153,19.949607415585593,69.638808217238,6.439071996,67.81294535804697,maize
59.53784024150363,41.18088426195213,16.976574472657948,24.76425485123159,65.15156689587194,6.931756557999999,105.84263844396888,maize
72.15833159207308,36.331552748579035,23.058105910683654,26.7696980421848,62.23479215050302,6.330554389,76.2312861022801,maize
91.35094966477519,50.44797661536389,20.61884732789343,24.426899264341156,63.0251689512374,6.576418207000001,107.98226231294915,maize
80.17953470684469,54.363355004313576,20.96261492331397,23.594135816463588,57.34482723822638,6.803931519,118.30375474735942,maize
61.16704769940011,44.86121283187267,16.325745316590513,27.780391778973556,78.30649984909692,6.931756557999999,103.08633696994748,maize
82.66854715108002,34.29364928382073,24.739635726669146,25.446969170528796,69.17216317228487,5.787268394,68.49611146059665,maize
58.718869650894256,38.19890399648751,15.304877199287558,22.38942137795181,69.31347535598985,6.272417541,80.87039266665118,maize
80.65166319826861,62.552113398710645,22.7014344864296,23.2671871306352,74.1328887325263,6.550563822999999,81.38319005914309,maize
78.83175806449998,58.67466367155922,24.474550598213604,22.81999256347744,67.96619903107307,6.489040367,68.81024142742473,maize
78.54483248596874,47.0839633479097,16.223770936176418,22.73858554280301,63.3842731567895,5.714799723,76.20301678216718,maize
78.43062727731959,62.02658730961428,19.571817680833924,22.425535506114773,62.01946509968698,5.791649933,102.55601710196322,maize
93.46885166137399,50.25645713290287,14.688827445383144,19.835161024214628,65.11382229086354,5.573286437,86.61467769765672,maize
81.69837282987801,63.08031675744026,14.412163631465116,23.251017387839024,64.255908889796,6.5286312660000005,63.60210674533817,maize
66.67340633437115,39.130197959431186,20.90490283247691,24.136685245473465,67.54635871536436,6.325235159,107.27049568677549,maize
82.71130784195687,61.358223319616435,18.103901578618633,22.08174376192676,67.09181333698605,6.644205485,98.42965478522545,maize
66.51142341040135,41.251519642144444,18.569832746726785,19.793549203500287,72.3268925812991,6.740000687999999,74.22479249244385,maize
57.21714885741457,46.685394516926934,21.612339623740183,25.5484643200779,64.71846988236408,5.722579819,71.58281731302576,maize
91.99294055966469,50.65341060028574,13.88116776316727,19.871836582006523,72.66301820504326,6.376651091,75.53072674328226,maize
61.56110609288892,37.03031937462561,16.340237978351293,20.38090949081208,59.89068268262986,6.272417541,83.52105990778952,maize
99.37346820323437,35.46317398145788,19.282293290174795,23.046780109360757,75.52356770252081,6.352471866,72.47859467396545,maize
65.97747106338133,53.25380357060011,20.585655851318023,27.14855219239263,65.9257947667352,5.919045532,66.58511854229658,maize
76.19523678308077,57.835993504462245,22.859770956178707,19.610975069854025,65.39747914179718,5.773454729,95.43380674784339,maize
67.88361173385161,61.68895651872277,27.313606764916038,19.77091750876218,74.87347766501736,5.773454729,94.52814687878863,maize
55.43793413790044,59.418674006116646,14.250205444787342,26.919775194002703,74.44877932872097,6.265564338,87.99133384294237,maize
76.71701536947111,54.4418968533237,25.652169300043873,19.14459372517895,73.50352008289751,5.773454729,87.21337678889017,maize
99.23803960688323,39.183282970377455,18.29227071832628,20.986619173097168,60.75198117947256,6.671085817000001,78.41739402713205,maize
85.3305706192342,54.218666367299775,15.733862207854918,21.437778281331237,55.6564083582229,5.871647806,117.81285554761158,maize
81.50360994440624,38.76023700159573,22.42814788664988,26.07879190037317,77.9981079239264,5.787268394,68.21082975743002,maize
83.00778480539746,44.006836633387955,16.962276737925453,21.6047576144606,76.0083318365281,6.657964753,61.84295306393958,maize
105.61377776307344,34.17638164907531,21.204985564864256,21.298765926148864,66.0628206106261,6.671085817000001,71.39996226425527,maize
89.72889300492344,39.80869128559128,18.097455023193064,26.158255686804697,64.80516935674696,6.047906679,110.69583225733163,maize
77.4013862232126,52.88176173432354,20.956573408709247,23.472785303394648,78.7069096906969,6.550563822999999,83.35579303979145,maize
93.77930612305273,39.15154761389715,14.409243574614795,20.12420963448812,54.947126228999146,5.561510732,71.72251281072975,maize
94.84553397279403,37.36010289387478,16.605302143759992,23.275407174511134,79.35802923046262,6.252797547999999,91.28963242687415,maize
62.60448081376693,42.86209404433872,17.830880519355972,23.135135002582686,59.34504168165448,6.021902237000001,75.82868869297813,maize
79.53681825183538,55.49109620143113,19.37053413897396,21.43353257703399,53.567378703884714,6.596060648,55.61127195597671,maize
85.01567802345532,62.43304234265419,15.494797541456382,23.089159443421792,70.86256863628253,6.5286312660000005,59.04447000064148,maize
61.79447788150957,34.683735905012085,16.047145363138274,24.03276992804153,63.72295425589721,6.272417541,88.06801224272466,maize
96.93704065496603,44.953745202937846,16.53072241174939,17.330552332161638,60.1841916335395,6.082973754,104.08028027696211,maize
72.02621673927352,43.8383777317469,16.35602433823455,19.960974705433287,67.91605001535736,5.855442401,61.55356232751238,maize
87.24709115373784,60.64765672885903,21.812314560253068,19.854193861759356,70.77486283851987,5.721667141,74.23018194353071,maize
80.25297856613408,64.73622895690119,22.081625312459778,18.572366107151506,68.97746578224054,6.439071996,68.52539539642555,maize
63.45290094219755,44.197007677034094,18.32693093029271,25.535274299109453,71.12181526570951,6.931756557999999,103.20073949132177,maize
68.21588963960657,53.4794996447864,17.26755834607257,26.745085678701365,50.768038836731364,5.790770202999999,78.95735241234699,maize
88.15874932149902,59.990671885752974,14.464575499254575,18.43758391707758,66.83925779515086,6.376651091,76.10025083465925,maize
58.63556793328176,37.44498860305053,15.15585464691218,22.36288171392253,63.81859646282801,6.272417541,87.44591753961491,maize
106.80622679437795,41.6004880602697,19.696790972971236,19.128298428470348,62.8934059787686,6.11275104,79.5772176628632,maize
93.9354740974906,56.72761956996065,16.490580717017835,22.886218539513674,52.942050638985144,5.983952675,102.80049477394084,maize
85.27180095547618,65.34868994590978,18.011378394653217,27.14625498402897,64.90049833481942,5.913664501,73.03240531525122,maize
66.8076154203312,60.90066236748097,16.234922338607404,25.35669440829226,72.17203480037152,6.265564338,100.11196714576083,maize
61.83041126778625,41.44139410205398,23.928232105017326,25.051760708427857,64.73601103916506,6.625404347999999,92.81260835678061,maize
87.45119471102318,45.043917940588464,21.58195898603153,18.857772746715234,62.07336132587553,5.513697923,94.76479237176532,maize
94.65439055665574,49.41219518303683,26.0549651350989,26.46834768360411,74.62115294600103,6.822586546,94.74192765662336,maize
88.99471831888101,43.446825262677116,19.45975280090684,24.869151392800777,77.73953182530298,6.524478032,108.26853053411773,maize
67.81604121529841,45.751791112062506,17.66994681939142,18.792691336835418,61.0038392959949,6.807487794,65.23094971572844,maize
77.5530381727963,52.99158885532937,22.93959564357477,21.0614563827133,61.877338613760315,6.596060648,59.9970256179209,maize
64.10981726113955,46.69966369300241,16.60275804194688,27.83123626274777,78.11106805594703,6.931756557999999,103.20586563241696,maize
63.64706165263729,40.36702003437847,14.552123283542766,19.599788929298597,59.40474872980235,6.158830619,108.99155765558103,maize
54.3837718784257,35.64472497478279,16.40819800850934,20.177276752457235,67.80722133204586,6.474476516,81.89476720130116,maize
67.67335682487676,54.88876285069067,23.070443840110485,19.974489719903605,61.74521918827462,6.596060648,56.46512155249563,maize
63.22323375804342,36.93604804459059,17.1239949244927,18.47363209634847,60.646608856929774,6.474476516,83.9648923948207,maize
78.25225157047494,53.86708580453082,18.854651763204426,25.292407404712698,76.35063456919602,6.247040422,76.53096187971904,maize
66.16255568841659,52.48957303340463,26.02367226576545,23.41366233528574,66.34879681083535,5.584171461,66.76018742312684,maize
55.21872612832417,40.55894759773373,15.437255397633491,27.430862235878717,68.6835618602285,6.021902237000001,69.40992975792189,maize
96.66973916485581,58.77107632429341,25.034533717850813,18.078336030217766,66.2401050612656,5.721667141,74.72252691076233,maize
88.80856995134805,58.97064224440324,17.19808874585705,24.967069244829833,51.9714957362796,5.983952675,111.26353001760634,maize
68.68297050812932,36.339545940757155,25.16915201797472,21.339239454190444,67.72145554703953,5.680361037999999,65.089463045216,maize
93.93371454389379,52.94275038560967,18.687854076275006,21.364478212749663,68.69970473669886,5.873242491,102.76974478233414,maize
72.50349998588356,62.158020429518416,26.29012320600114,20.105918133083847,72.06734080181954,5.773454729,81.8614824936995,maize
80.2456788055776,61.41662367752772,17.644778825949054,26.599551283664596,70.74209701737496,6.877869005,106.01222459251,maize
92.47691673232498,41.479767824657564,17.594058431122644,17.323581064911462,71.618747855,6.082973754,85.55847928847422,maize
71.66709780937785,58.95483096669699,22.429187105555574,27.306498873694803,60.40325142110667,6.2048017,87.95164065923562,maize
68.0836089311681,62.08923713594083,17.287535985658685,21.393397239819365,55.51767818816745,6.727303282,101.71138837776677,maize
60.123637447516025,58.6651883481207,19.853911421263003,26.66628333350992,58.217258803376296,5.919045532,74.66650097770153,maize
60.520349134631154,47.391120120631264,20.624363191570502,19.797448726418313,64.10684762853684,6.708446922,92.63591682555757,maize
76.39647840456085,45.06696234123465,19.992708438104923,17.251878844541057,59.587844426734634,5.513697923,109.92750997306239,maize
59.746976104367405,62.91148039623198,23.138380815055072,22.981558968148157,78.42973975725045,6.6069840860000015,103.95164507350628,maize
72.64682177060031,55.45315366131308,24.529043633782877,18.984822017073977,73.06269446856408,5.773454729,81.45016001006526,maize
69.25143261615581,54.44844130689061,18.429714760758127,17.236693890641167,67.40008016370194,6.092725883,95.3248817281911,maize
55.12784222529781,61.409557804488905,16.348207274517044,21.883014572535235,55.317030883379914,6.47444292,96.0921109398541,maize
104.63593709061813,38.975721999299,19.792644745864678,24.05369500401453,78.13487995387707,6.352471866,66.22065011332519,maize
63.79797230478836,43.90300908115129,20.03867516095769,27.475211265552243,61.21749201301222,6.655426355,105.08115095967507,maize
91.07411933469186,56.23594342766317,24.34213723842513,21.012130560821515,69.56052143737695,6.439071996,63.366627654754346,maize
76.1870749977682,46.640154204034246,20.40034257071396,20.586153384156816,55.233778283214505,5.716222912,76.49031635342322,maize
40.32230411002529,70.26906988652823,87.40222063623231,20.41817787435233,20.0,7.150681303,80.66203470797592,chickpea
37.99650150191587,70.64338708357643,78.61235819335408,20.06116763807761,20.0,8.135900726000001,70.72912737210893,chickpea
24.45097391951403,65.20409492394813,76.2068884122652,19.243835989399727,20.0,6.576415562,66.95232401811909,chickpea
36.659665068595245,68.90917868515547,71.41116589351155,18.332303729456285,20.0,7.728998197,71.78907033985284,chickpea
21.724547614705426,58.29025368715223,78.32248920876651,17.646556287959083,20.0,6.545888558,88.29678448227668,chickpea
24.66517587073325,79.69439685696862,75.68669774252568,16.67889798624787,20.0,7.528599957000001,75.88110703671968,chickpea
37.16621748156733,54.52532334326476,76.26809530818943,20.731753926499458,20.0,7.476800943,73.21256723658024,chickpea
31.082522995933747,81.27464358723945,80.8572192329093,19.754079812985076,20.0,6.4084378860000015,71.28170660682997,chickpea
58.8070553975429,52.92093052880354,71.35298077004272,17.6205741634879,20.0,7.785039076,90.86117962763652,chickpea
57.655646027139035,61.6380465604296,73.69734592908931,17.60189605711065,20.0,7.785039076,89.79182608225915,chickpea
39.40440832855762,53.59735540069217,77.08778423103985,17.53144867493482,20.0,8.423873703,81.17806635934473,chickpea
48.86303166071412,70.7322862761333,79.02324373662596,19.604920390365866,20.0,7.26311855,84.07231070192024,chickpea
59.26495897531818,65.86358642762237,91.04625457082405,20.83138691871161,20.0,6.620900869,77.7885460281175,chickpea
42.828648227421446,59.96509778265002,86.73855568111871,17.53548705984509,20.0,5.9969320370000005,65.94375556361823,chickpea
23.628422274100508,73.64039563097005,77.82997846713954,21.874677668914323,20.0,7.701446446,87.6335105840757,chickpea
25.514896598423242,55.190510894603136,81.7270385872075,16.45685022507729,20.0,6.64919573,75.04196748004966,chickpea
23.35251441819102,68.20947278156376,90.37731947649729,20.028364356323795,20.0,6.920251378,78.06145781741158,chickpea
36.64830705922733,51.595733423960496,75.77998884712059,19.477647765863885,20.0,8.423873703,77.40034992505198,chickpea
47.04088484283699,67.8941258091941,82.44900449981921,16.539329533231367,20.0,6.761599706,72.59716526665336,chickpea
45.77547132069344,53.713838488167205,82.2260336619945,19.427649466480457,20.0,7.863113671,73.54346127110026,chickpea
21.3873171449691,74.73741557312201,82.01819712761801,19.110452181514365,20.0,6.920251378,76.3993260126444,chickpea
23.395867395513534,67.3803577862097,78.87518418421844,19.24894798107413,20.0,6.4740245000000005,80.7354986849736,chickpea
18.168524414344255,83.98710475324127,82.97156450514726,19.086567263507103,20.0,7.64867466,79.33801900045553,chickpea
26.694504435151973,76.99030594010507,80.607494256242,16.424137212178092,20.0,7.528599957000001,64.43604095253367,chickpea
32.148263215205176,59.55453267291027,76.622908263266,21.23650729436435,20.112994829647576,8.5,87.91437133506942,chickpea
28.875999899519183,79.34740537431942,87.13739881209155,17.90931027715361,20.0,6.307004922999999,70.9242564299647,chickpea
51.56384951459683,71.214989195592,69.05398222969905,21.295225169322578,20.0,6.613072145,85.22224303259574,chickpea
27.152207757189924,64.3496140338995,80.3984756745446,18.64239770971248,20.0,7.701446446,79.42460904262876,chickpea
50.656095951069595,60.22985580774608,81.00833210630569,21.757512671158683,20.0,8.5,83.7314377248871,chickpea
59.04929250430991,61.65564863563679,89.5703596804104,18.153324417969174,20.0,6.586777189,79.77068639505435,chickpea
59.77202745498258,60.795015169259976,78.88858507061185,21.179237180820376,20.0,6.317153205,88.00566313758662,chickpea
54.86679158065655,72.0677959150193,82.06587210220773,18.85476550679467,20.0,8.165359297,62.52876544245617,chickpea
62.031704622970715,53.05905837090163,72.08274127679127,18.469704261085695,20.0,8.5,77.39212094896027,chickpea
44.26238793009834,65.73227806402106,80.7034363123324,18.87095562797565,20.0,7.114405288,73.32379921055364,chickpea
20.23444536836796,76.8298693943668,69.78087208399165,17.24350954237196,20.0,7.64867466,70.86971277175441,chickpea
50.475194286774766,87.92951593908596,70.01794372157583,17.204715296252424,20.0,7.561108006,68.43795514862165,chickpea
28.46415980759256,60.445348570625434,75.2243545809395,18.044280743408702,20.0,6.576415562,72.69181333506891,chickpea
51.19754358265951,77.45504539855388,70.99327349464856,18.707725028384317,20.0,7.1042247970000005,83.36336330482968,chickpea
52.70149497415375,72.84338186150681,74.51437034305509,19.02153191586026,20.0,7.1042247970000005,74.83458523899755,chickpea
50.15133304767482,57.21941047267623,82.37668986902199,19.250945139180658,20.0,8.380185271,70.47961909625117,chickpea
46.51456124390177,71.9063990477049,79.67554362128611,20.589159941649932,20.0,7.1042247970000005,78.53085494994575,chickpea
41.43757979889666,73.46358053885307,71.44562397284346,18.207892022602227,20.0,7.8067476560000015,75.90512245360704,chickpea
18.341694645438615,54.75306144303217,72.64625528580642,17.385939317872396,20.0,6.358740355,89.12191913845601,chickpea
20.83672136587338,59.44826176173138,78.47785066437518,21.355511311387897,20.0,6.4740245000000005,91.31313083401695,chickpea
